"Entity","Attribute","Classword_Type","Teradata_Type","PK","Required","Description","Parent_Entity"
"FEATURE_CLASS_VALUE","Feature_Class_From_Meas","Classword_Measure","DECIMAL(18,4)","","N","If the value is a range then this is the starting value of the range. If it is a single value then this will be that value.",""
"FEATURE_CLASS_VALUE","Feature_Class_To_Meas","Classword_Measure","DECIMAL(18,4)","","N","If the value is a range then this is the ending value of the range. If it is a single value then this will be that value.",""
"FEATURE_CLASS_VALUE","Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency. In this context this is the currency for the measure.  Examples: - U.S. dollars - Canadian dollars - Japanese yen",""
"FEATURE_CLASS_VALUE","Unit_Of_Measure_Cd","Classword_Code","VARCHAR(50)","","N","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure. In this context this is the unit of measure for the measure.  Examples: - For volume: milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: square inch, acre, and square kilometer - For units: each, carton, byte, and piece - For connect speed: kil",""
"FEATURE_CLASS_VALUE","Feature_Class_Value_Start_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the date that this classification value was created for this classification scheme.",""
"FEATURE_CLASS_VALUE","Feature_Class_Value_End_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the date that this classification value was ended for this classification scheme.",""
"FEATURE_CLASS_VALUE_XREF","Feature_Class_Cd","Classword_Code","VARCHAR(50)","Y","Y","This code contains the various schemes for classifying features. It allows an unlimited number of classification schemes. Examples of classification schemes for features include interest rate features, credit card features, certificate of deposit features, and insurance coverages. Features are the terms and conditions that describe products.",""
"FEATURE_CLASS_VALUE_XREF","Feature_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a product feature. A feature is the term or condition that describes a product such as annual fee, minimum balance, or term length. It does not include customer eligibility rules such as income and years on job. A separate entity, PRODUCT ELIGIBILITY, will describe the eligibility. Each feature has its own identifier. For example, minimum balance of 100 would have one identifier and minimum balance of 200 would have another identifier.",""
"FEATURE_CLASS_VALUE_XREF","Feature_Class_Value_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","This is the date when this classification value started for this feature.",""
"FEATURE_CLASS_VALUE_XREF","Feature_Class_Value_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the value of a classification scheme. For example, if the classification scheme is banking product then values could be credit card, checking, time deposit, residential loan, or commercial loan.",""
"FEATURE_CLASS_VALUE_XREF","Feature_Class_Value_End_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the date when this classification value ended for this feature.",""
"FEATURE_DEMOGRAPHIC_ELIGIBILITY","Demographic_Cd","Classword_Code","VARCHAR(50)","Y","Y","The unique code for an instance of the DEMOGRAPHIC entity.",""
"FEATURE_DEMOGRAPHIC_ELIGIBILITY","Feature_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a product feature. A feature is the term or condition that describes a product such as annual fee, minimum balance, or term length. It does not include customer eligibility rules such as income and years on job. A separate entity, PRODUCT ELIGIBILITY, will describe the eligibility. Each feature has its own identifier. For example, minimum balance of 100 would have one identifier and minimum balance of 200 would have another identifier.",""
"FEATURE_DEMOGRAPHIC_ELIGIBILITY","Feature_Demographic_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The first calendar date and time that the feature is restricted by this demographic value.",""
"FEATURE_DEMOGRAPHIC_ELIGIBILITY","Demographic_Value_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code referencing a specific DEMOGRAPHIC VALUE for a given demographic code.  Each value within each demographic code has a unique identifier. For example, if the Demographic Cd is income, then one value could be the range of 10,000-20,000.",""
"FEATURE_DEMOGRAPHIC_ELIGIBILITY","Feature_Demographic_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The calendar date and time that the feature ceased being restricted by this demographic value.",""
"FEATURE_DEMOGRAPHIC_ELIGIBILITY","Eligibility_Restriction_Type_Cd","Classword_Code","VARCHAR(50)","","N","A code that identifies the type of eligibility restriction such as included as a restriction or excluded from the restriction.",""
"FEATURE_ELIGIBILITY","Feature_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a product feature. A feature is the term or condition that describes a product such as annual fee, minimum balance, or term length. It does not include customer eligibility rules such as income and years on job. A separate entity, PRODUCT ELIGIBILITY, will describe the eligibility. Each feature has its own identifier. For example, minimum balance of 100 would have one identifier and minimum balance of 200 would have another identifier.",""
"FEATURE_ELIGIBILITY","Product_Feature_Eligibility_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the type of product or feature eligibility such as income or age.",""
"FEATURE_ELIGIBILITY","Feature_Eligibility_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date and time that the relationship between this feature and the eligibility characteristic started.",""
"FEATURE_ELIGIBILITY","Feature_Eligibility_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The date and time that the relationship between this feature and the eligibility characteristic ended.",""
"FEATURE_ELIGIBILITY","Feature_Eligibility_Val","Classword_Value","DECIMAL(18,4)","","N","The value associated with the feature qualification type. For example, if the feature is standard coverage and the Product Feature Eligibility Type Cd is age, then the value could be 18, which means the standard coverage is for at least at age of 18.",""
"FEATURE_EVENT_ACTIVITY_ELIGIBILITY","Feature_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a product feature. A feature is the term or condition that describes a product such as annual fee, minimum balance, or term length. It does not include customer eligibility rules such as income and years on job. A separate entity, PRODUCT ELIGIBILITY, will describe the eligibility. Each feature has its own identifier. For example, minimum balance of 100 would have one identifier and minimum balance of 200 would have another identifier.",""
"FEATURE_EVENT_ACTIVITY_ELIGIBILITY","Event_Activity_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of event such as deposit, withdrawal, inquiry, and payment.",""
"FEATURE_EVENT_ACTIVITY_ELIGIBILITY","Feature_Event_Activity_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The first calendar date and time that the feature is restricted by this event activity type.",""
"FEATURE_EVENT_ACTIVITY_ELIGIBILITY","Feature_Event_Activity_End_Dttm","Classword_Datetime","TIMESTAMP","","N","The calendar date and time that the feature ceased being restricted by this event activity type.",""
"FEATURE_EVENT_ACTIVITY_ELIGIBILITY","Eligibility_Restriction_Type_Cd","Classword_Code","VARCHAR(50)","","N","A code that identifies the type of eligibility restriction such as not included as a restriction or excluded from the restriction.",""
"FEATURE_GEOGRAPHICAL_AREA","Feature_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a product feature. A feature is the term or condition that describes a product such as annual fee, minimum balance, or term length. It does not include customer eligibility rules such as income and years on job. A separate entity, PRODUCT ELIGIBILITY, will describe the eligibility. Each feature has its own identifier. For example, minimum balance of 100 would have one identifier and minimum balance of 200 would have another identifier.",""
"FEATURE_GEOGRAPHICAL_AREA","Geographical_Area_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a GEOGRAPHICAL AREA.",""
"FEATURE_GEOGRAPHICAL_AREA","Feature_Geographical_Area_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is the role that a feature has with a geographical area such as ""is required"" or ""is voluntary"" as in the case where certain coverages are required for a given geographical area.",""
"FEATURE_GEOGRAPHICAL_AREA","Feature_Geographical_Area_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","This is the date and time this relationship started.",""
"FEATURE_GEOGRAPHICAL_AREA","Feature_Geographical_Area_End_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the date and time this relationship ended.",""
"FEATURE_GEOGRAPHICAL_AREA_ROLE","Feature_Geographical_Area_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is the role that a feature has with a geographical area such as ""is required"" or ""is voluntary"" as in the case where certain coverages are required for a given geographical area.",""
"FEATURE_GEOGRAPHICAL_AREA_ROLE","Feature_Geographical_Area_Role_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"FEATURE_GROUP","Feature_Group_Id","Classword_Identifier","BIGINT","Y","Y","A unique code for a grouping of features. This is for internal use by the financial institution and allows for the grouping of features many ways depending on the need. For example, one group may be all term conditions, another group may be all fee conditions, and another group may be all age conditions.",""
"FEATURE_GROUP","Feature_Group_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of feature group such as tier group, balance group, and rate group.",""
"FEATURE_GROUP","Feature_Group_Start_Dt","Classword_Date","DATE","","N","The effective date that this feature group became part of the structure.",""
"FEATURE_GROUP","Feature_Group_End_Dt","Classword_Date","DATE","","N","The date this condition group stopped being part of the structure.",""
"FEATURE_GROUP","Parent_Feature_Group_Id","Classword_Identifier","BIGINT","","N","A unique code for a grouping of features. This is for internal use by the financial institution and allows for the grouping of features many ways depending on the need. For example, one group may be all term conditions, another group may be all fee conditions, and another group may be all age conditions.",""
"FEATURE_GROUP","Feature_Group_Name","Classword_Name","VARCHAR(100)","","N","The name for this feature group such as balance feature, interest feature, and senior citizen feature.",""
"FEATURE_GROUP","Feature_Group_Desc","Classword_Description","VARCHAR(500)","","N","The description of the feature group.",""
"FEATURE_GROUP","Feature_Group_Host_Num","Classword_Number","VARCHAR(50)","","N","The identifier for this group of features in the host system.",""
"FEATURE_GROUP_METRIC","Feature_Group_Id","Classword_Identifier","BIGINT","Y","Y","A unique code for a grouping of features. This is for internal use by the financial institution and allows for the grouping of features many ways depending on the need. For example, one group may be all term conditions, another group may be all fee conditions, and another group may be all age conditions.",""
"FEATURE_GROUP_METRIC","Insurance_Metric_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","These are the types of amounts that can be related to an insurance agreement. Examples could be premium balance amount, total claims paid amount, total loss reserves, unearned premium, and written premium.",""
"FEATURE_GROUP_METRIC","Feature_Group_Metric_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date and time this metric started.",""
"FEATURE_GROUP_METRIC","Feature_Group_Metric_Amt","Classword_Amount","DECIMAL(18,4)","","N","The metric expressed as an amount.",""
"FEATURE_GROUP_METRIC","Feature_Group_Metric_Cnt","Classword_Count","INTEGER","","N","The metric expressed as a count.",""
"FEATURE_GROUP_METRIC","Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen  In this context, this is the currency of the amount.",""
"FEATURE_GROUP_METRIC","Unit_Of_Measure_Cd","Classword_Code","VARCHAR(50)","","N","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure. In this context, this is the unit of measure of the count.  Examples: - For volume: milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: square inch, acre, and square kilometer - For units: each, carton, byte, and piece - For connect speed: kilob",""
