Theme,Capability,Sub_Capability,Data_Requirement,FSDM_Subject_Area,FSDM_Entities
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Market / Trading Book Positions,Agreement,TRADE_ORDER; TRADE_EXECUTION; TRADING_POSITION
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Mark to market valuations,Agreement,INVESTMENT_PRODUCT_PRICE; MARKET_INDEX_VALUE; AGREEMENT_VALUATION
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Account Maturity Dates & Repricing Schedules,Agreement,AGREEMENT; AGREEMENT_TERM; AGREEMENT_REPRICING_SCHEDULE
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Account Repayment Schedules,Agreement,AGREEMENT_REPAYMENT_SCHEDULE; LOAN_TERM_AGREEMENT
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Collateral Agreements,Agreement,COLLATERAL_AGREEMENT; COLLATERAL; COLLATERAL_VALUATION; PARTY_ASSET
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Risk Exposures,Agreement,AGREEMENT_RISK_METRIC; RISK_EXPOSURE; CREDIT_RISK_SUMMARY
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Account Limits,Cross Subject  -  Limits,AGREEMENT_LIMIT; LIMIT; PARTY_LIMIT
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Predictive Models - risk,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_LIABILITY_CREDIT_RATING
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,"Risk Segments, Cohorts & Groupings",Party or Agreement,PARTY_CLASSIFICATION; RISK_GRADE_VALUE; RISK_GRADE_SCHEME
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,"Provisions, Losses & Writeoffs",Party or Agreement,AGREEMENT_RISK_METRIC; PROVISION; WRITE_OFF; LOSS_EVENT
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Claims,Event,CLAIM; CLAIM_STATUS; CLAIM_PARTY_ROLE; CLAIM_PAYMENT
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Physical Assets,Party Asset,PARTY_ASSET; FIXED_ASSET; REAL_PROPERTY
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Physical Asset Valuations,Party Asset,PARTY_ASSET_VALUATION; COLLATERAL_VALUATION; REAL_PROPERTY_VALUATION
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,"Model Metadata (E.g. defintion, assumptions, metrics)",Analytical Model,ANALYTICAL_MODEL; MODEL_RUN; MODEL_PARAMETER
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Risk Scenario & Stress Testing Results,Analytical Model,RISK_CALCULATION_SCENARIO; RISK_SCENARIO_RESULT; STRESS_TEST_RESULT
Risk Management & Regulation,Execution & Delivery,Regulatory Threshold Calculation,Master & Reference Data - Risk Policy Rules,Cross Subject - Document,RISK_GRADE_SCHEME; RISK_GRADE_VALUE; RISK_POLICY; BUSINESS_RULE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Single Customer View (Master Record),Party,PARTY; INDIVIDUAL; ORGANIZATION; HOUSEHOLD; PARTY_RELATIONSHIP; PARTY_IDENTIFICATION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,KYC Data,Party,PARTY_IDENTIFICATION; PARTY_CLASSIFICATION; PARTY_IDENTITY_DOCUMENT; PARTY_COMPLIANCE_VERIFICATION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer Demographics,Party,INDIVIDUAL; PARTY_DEMOGRAPHIC; PARTY_CLASSIFICATION; PARTY_PREFERENCE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer Attitudinal Data,Party,PARTY_PREFERENCE; PARTY_CLASSIFICATION; PARTY_SURVEY_RESPONSE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer Segments,Party,PARTY_CLASSIFICATION; PARTY_SEGMENT; PARTY_CLASSIFICATION_VALUE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer Contact Preferences,Party,PARTY_PREFERENCE; PARTY_CONTACT_POINT; ELECTRONIC_ADDRESS; POSTAL_ADDRESS
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer Marketing Preferences,Party,PARTY_PREFERENCE; PARTY_MARKETING_PREFERENCE; PARTY_CONSENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer Satisfaction Measurement (E.g. NPS),Party,PARTY_SURVEY_RESPONSE; SURVEY; SURVEY_QUESTION_RESPONSE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Economic Forecast Data,Party,ECONOMIC_INDEX; ECONOMIC_INDEX_VALUE; MARKET_INDEX
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Legal Actions,Party,PARTY_LEGAL_ACTION; LEGAL_ACTION; PARTY_LITIGATION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,External Prospect Data / Lists,Party,PARTY; PROSPECT; PARTY_LIST; PARTY_LIST_MEMBERSHIP
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,External Data - Social Media Data,Party,SOCIAL_MEDIA_ACCOUNT; SOCIAL_MEDIA_TRANSFER; SOCIAL_MEDIA_POST
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,External Data - Bureau data,Party,PARTY_CREDIT_BUREAU_REPORT; CREDIT_BUREAU_SCORE; PARTY_EXTERNAL_RATING
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,External Data - Credit Rating,Party,PARTY_EXTERNAL_RATING; PARTY_LIABILITY_CREDIT_RATING; CREDIT_BUREAU_SCORE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"External Economic Data (E.g. Property Prices, Salary)",Party,ECONOMIC_INDEX; ECONOMIC_INDEX_VALUE; MARKET_INDEX; MARKET_INDEX_VALUE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Sales and Performance Forecasts, Targets & KPIs",Party,PERFORMANCE_METRIC; PERFORMANCE_TARGET; ORGANIZATION_PERFORMANCE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Master & Reference Data - geography / location,Location,GEOGRAPHICAL_AREA; GEOGRAPHICAL_UNIT; SITE; POSTAL_ADDRESS
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Master & Reference Data - product,Product,Not mapped
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Master & Reference Data - FTP rates,Product,INTEREST_RATE; INTEREST_RATE_INDEX; PRODUCT_INTEREST_RATE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Master & Reference Data - exchange rates,Product,CURRENCY; CURRENCY_EXCHANGE_RATE; CURRENCY_PAIR
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Product Revenue, Cost & Margin",Product,PRODUCT; PRODUCT_PRICING; PRODUCT_COST; AGREEMENT_SUMMARY
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Product NPV's,Product,PRODUCT; PRODUCT_VALUATION; AGREEMENT_SUMMARY
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,External Data - market interest rates,Product,INTEREST_RATE_INDEX; INTEREST_RATE; MARKET_INDEX; MARKET_INDEX_VALUE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"External Data - market prices (E.g. equities, bonds, commodities)",Product,MARKET_INDEX; MARKET_INDEX_VALUE; INVESTMENT_PRODUCT; INVESTMENT_PRODUCT_PRICE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,External Data - Competitor Product & Pricing,Party & Product,PRODUCT; MARKET_INDEX
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account / Policy / Service Holdings,Agreement,AGREEMENT; PARTY_AGREEMENT_ROLE; AGREEMENT_PARTY_ROLE; AGREEMENT_RELATIONSHIP
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account / Policy / Service Detail,Agreement,AGREEMENT; LOAN_TERM_AGREEMENT; DEPOSIT_AGREEMENT; INSURANCE_AGREEMENT; CREDIT_CARD_AGREEMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT; AGREEMENT_STATUS; AGREEMENT_STATUS_HISTORY
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account Terms & Conditions,Agreement,AGREEMENT; AGREEMENT_CONDITION; AGREEMENT_TERM
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account Feature Usage,Agreement,AGREEMENT_FEATURE; FEATURE; DESCRIPTIVE_FEATURE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Application Data (New Customer, New Product)",Agreement,APPLICATION; APPLICATION_STATUS; APPLICATION_PARTY_ROLE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Coverage (insurance),Agreement,INSURANCE_COVERAGE; INSURANCE_AGREEMENT; COVERAGE_TYPE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account Balances,Agreement,AGREEMENT_SUMMARY; BALANCE_SUMMARY; AGREEMENT_BALANCE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Market / Trading Book Positions,Agreement,TRADE_ORDER; TRADE_EXECUTION; TRADING_POSITION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Mark to market valuations,Agreement,INVESTMENT_PRODUCT_PRICE; MARKET_INDEX_VALUE; AGREEMENT_VALUATION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Cashflow Projections,Agreement,AGREEMENT_CASHFLOW; CASHFLOW_SCHEDULE; AGREEMENT_SUMMARY
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account Maturity Dates & Repricing Schedules,Agreement,AGREEMENT; AGREEMENT_TERM; AGREEMENT_REPRICING_SCHEDULE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account Repayment Schedules,Agreement,AGREEMENT_REPAYMENT_SCHEDULE; LOAN_TERM_AGREEMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Amortisation Schedules,Agreement,AGREEMENT_AMORTIZATION_SCHEDULE; LOAN_TERM_AGREEMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer Illustrations,Agreement,DOCUMENT; PARTY_DOCUMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer Quotes,Agreement,APPLICATION; QUOTE; DOCUMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Collateral Agreements,Agreement,COLLATERAL_AGREEMENT; COLLATERAL; COLLATERAL_VALUATION; PARTY_ASSET
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Risk Exposures,Agreement,AGREEMENT_RISK_METRIC; RISK_EXPOSURE; CREDIT_RISK_SUMMARY
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Risk Weighted Assets & Capital Results,Agreement,AGREEMENT_RISK_METRIC; BANK_CAPITAL_SUMMARY; CAPITAL_REQUIREMENTS_SUMMARY
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Profitability Results,Agreement,AGREEMENT_SUMMARY; AGREEMENT_PROFITABILITY; PRODUCT_PROFITABILITY
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Account Limits,Cross Subject  -  Limits,AGREEMENT_LIMIT; LIMIT; PARTY_LIMIT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Predictive Models - propensity to buy,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Predictive Models - attrition,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Attribution Models - response,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; CAMPAIGN_RESPONSE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Lead Foodchain data,Party or Agreement,OPPORTUNITY; OPPORTUNITY_STATUS; OPPORTUNITY_PARTY_ROLE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Predictive Models - risk,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_LIABILITY_CREDIT_RATING
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Risk Segments, Cohorts & Groupings",Party or Agreement,PARTY_CLASSIFICATION; RISK_GRADE_VALUE; RISK_GRADE_SCHEME
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Provisions, Losses & Writeoffs",Party or Agreement,AGREEMENT_RISK_METRIC; PROVISION; WRITE_OFF; LOSS_EVENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Financial Transactions,Event,MONETARY_TRANSACTION; TRANSACTION_TYPE; FINANCIAL_TRANSACTION; PAYMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Account Fees, Commissions & Charges",Event,MONETARY_TRANSACTION; FEE_TRANSACTION; COMMISSION_TRANSACTION; AGREEMENT_FEE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Service Usage,Event,CHANNEL_USAGE_METRIC; SERVICE_USAGE_EVENT; CHANNEL_INSTANCE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Complaint Data,Event,COMPLAINT; COMPLAINT_STATUS; COMPLAINT_RESOLUTION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Offline Customer Interactions - Branch,Event,DIRECT_CONTACT_EVENT; BRANCH_VISIT_EVENT; CHANNEL_INSTANCE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Offline Customer Interactions - Call Centre,Event,DIRECT_CONTACT_EVENT; CALL_EVENT; CHANNEL_INSTANCE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Offline Customer Interactions - letters,Event,DIRECT_CONTACT_EVENT; CORRESPONDENCE_EVENT; DOCUMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Offline Customer Interactions - sms text,Event,DIRECT_CONTACT_EVENT; SMS_EVENT; ELECTRONIC_ADDRESS
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Online Interactions -  webchat (internal & external),Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Online Interactions customer digital banking site (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; EXTENDED_SESSION_INFORMATION; ONLINE_APPLICATION_ACCESS
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Online Interactions customer general banking site,Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Online Interactions email - customer & employee,Event,DIRECT_CONTACT_EVENT; EMAIL_EVENT; ELECTRONIC_ADDRESS
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Online Interactions mobile app,Event,WEB_VISIT; WEB_PAGE_VIEW; MOBILE_APP_EVENT; CHANNEL_INSTANCE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Case History (Fraud, Money Laundering, Complaint)",Event,CASE; CASE_EVENT; CASE_PARTY_ROLE; FRAUD_CASE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Claims,Event,CLAIM; CLAIM_STATUS; CLAIM_PARTY_ROLE; CLAIM_PAYMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Closed Loop Outcomes / Channel Responses,Event,CAMPAIGN_RESPONSE; CAMPAIGN_OFFER_RESPONSE; DIRECT_CONTACT_EVENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,External Data - Corporate Actions,Event,CORPORATE_ACTION; INVESTMENT_PRODUCT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Customer interview / fact find,Event or Cross Subject - Document,DOCUMENT; SURVEY; SURVEY_QUESTION_RESPONSE; PARTY_DOCUMENT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Physical Assets,Party Asset,PARTY_ASSET; FIXED_ASSET; REAL_PROPERTY
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Physical Asset Valuations,Party Asset,PARTY_ASSET_VALUATION; COLLATERAL_VALUATION; REAL_PROPERTY_VALUATION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Master & Reference Data - Campaign,Campaign,CAMPAIGN; CAMPAIGN_TYPE; CAMPAIGN_STATUS; CAMPAIGN_WAVE
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Master & Reference Data - Channel,Channel,CHANNEL_TYPE; CHANNEL_INSTANCE; CHANNEL_CLASSIFICATION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Model Metadata (E.g. defintion, assumptions, metrics)",Analytical Model,ANALYTICAL_MODEL; MODEL_RUN; MODEL_PARAMETER
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Risk Scenario & Stress Testing Results,Analytical Model,RISK_CALCULATION_SCENARIO; RISK_SCENARIO_RESULT; STRESS_TEST_RESULT
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,"Documents - Structured Data Capture (Survey, Application Forms)",Cross Subject - Document,DOCUMENT; DOCUMENT_TYPE; SURVEY; APPLICATION
Risk Management & Regulation,Execution & Delivery,Risk Based Price Calculation,Text Data,Cross Subject - Document,DOCUMENT; TEXT_CONTENT; DIGITAL_CONTENT
