"Entity","Attribute","DataType","PK","FK","Nullable","Description"
"GEOGRAPHY RISK GRADE","Geography Risk Grade End Dttm","N/A (LDM)","","","","The date when this risk grade is no longer effective for this geographical area."
"GEOGRAPHY RISK GRADE","Geography Risk Grade Rate Dttm","N/A (LDM)","","","","The date when this geographical area was rated."
"GEOPOLITICAL AREA","Geopolitical Area Id","N/A (LDM)","Y","","","The unique identifier for a GEOGRAPHICAL AREA that is a geopolitical area."
"GEOPOLITICAL AREA","Foundation - Cross Subject Area.Limit","N/A (LDM)","","","","This subject area shows how limits are used throughout the model for different subjects such as parties, party groups, agreements, agreement groups, geographic areas, and access devices. Some limit examples include purchase limit for a credit card, daily withdrawal limit for an ATM card, trade limit for a geographic area, and credit limits for certain parties or party groups."
"GEOPOLITICAL AREA","Letter","N/A (LDM)","","","","%File% -- %Display% / %SubjectArea%"
"GEOPOLITICAL AREA","Letter","N/A (LDM)","","","","%File% -- %Display% / %SubjectArea%"
"GEOSEQUENCE","Geosequence Id","N/A (LDM)","Y","","","Uniquely identifies a GEOSEQUENCE."
"GEOSEQUENCE","Geosequence Geosptl","N/A (LDM)","","","","A derived data field that consists of a set of latitude/longitude pairs, along with a date/timestamp and any number of user defined attributes, which are used by Teradata as an ST_GEOMETRY type for Geospatial processing."
"GEOSEQUENCE POINT","Timestamp Dttm","N/A (LDM)","Y","","","The date/timestamp for a GEOSEQUENCE POINT within a GEOSEQUENCE."
"GEOSEQUENCE POINT TRAIT","Geospatial Line-Curve Id","N/A (LDM)","Y","","","Uniquely identifies a GEOSPATIAL LINE-CURVE."
"GEOSEQUENCE POINT TRAIT","Line Point Sequence Num","N/A (LDM)","","","","Sequentially orders the geospatial points within a line."
"GEOSPATIAL","Geospatial Coordinates Geosptl","N/A (LDM)","Y","","","A derived data field that consists of latitude/longitude pairs (one or more), which are used by Teradata as an ST_GEOMETRY type for Geospatial processing. This geospatial type can be used to represent 0-dimensional (point), 1-dimensional (line), and 2-dimensional (polygon) geometries. This field should be implemented as a ST_GEOMETRY data type in Teradata for performing geospatial analysis.  Examples: POINT(-73.960257 40.768823)  LINESTRING(-76.86181039593865 27.01089068323325,-77.423561656"
"GEOSPATIAL","Geospatial Id","N/A (LDM)","Y","","","Uniquely identifies a Geospatial object."
"GEOSPATIAL AREA","Geospatial Area Id","N/A (LDM)","Y","","","Uniquely identifies a GEOSPATIAL AREA."
"GEOSPATIAL AREA POINT","Area Point Sequence Num","N/A (LDM)","Y","","","This attribute sequentially orders the geospatial points within an area."
"GEOSPATIAL AREA POINT","Polygon Point Sequence Num","N/A (LDM)","","","",""
"GEOSPATIAL POINT","Latitude Meas","N/A (LDM)","Y","","","The Measure for the GEOSPATIAL POINT.  The navigational coordinate recorded as an angular distance (degrees) north or south of the earth's equator."
"GEOSPATIAL POINT","Latitude Meas","N/A (LDM)","","","",""
"GEOSPATIAL POINT","Longitude Meas","N/A (LDM)","","","","The Measure for the GEOSPATIAL POINT.  The navigational coordinate measured as a meridian that passes through each of the Earth's poles (N/S) and the physical point represented by the point of interest.   It is recorded as an angular distance (degrees), as measured from the zero or prime meridian that passes from the north and south poles through Greenwich, England."
"GEOSPATIAL POINT","Longitude Meas","N/A (LDM)","","","",""
"GEOSPATIAL POINT","Elevation Meas","N/A (LDM)","","","","The elevation measure for the GEOSPATIAL POINT.  Note: This can be an offset above or below sea level or ground level where: - Negative values can be used for underground or underwater positioning of buried equipment. - Positive values can be used for above ground positioning of aircraft, and power lines.  An additional attribute should be added if both (or a mix of) these two types of offset measures are desired."
"GEOSPATIAL POINT","Altitude Meas","N/A (LDM)","","","",""
"GEOSPATIAL POINT","Elevation UOM Cd","N/A (LDM)","","","","A code used to uniquely identify a unit of measure for elevation."
"GEOSPATIAL POINT","Geospatial Point Id","N/A (LDM)","","","","Uniquely identifies a GEOSPATIAL POINT."
"GEOSPATIAL ROADWAY SUBTYPE","Geospatial Roadway Subtype Cd","N/A (LDM)","Y","","","A code for the type of geospatial area such as road or a portion of a road (road segment)."
"GEOSPATIAL ROADWAY SUBTYPE","Geospatial Roadway Subtype Desc","N/A (LDM)","","","","A description of the code."
"GEOSPATIAL SET","Geospatial Set Id","N/A (LDM)","Y","","","Uniquely identifies a GEOSPATIAL SET."
"GEOSPATIAL SET MEMBER","Exclude Ind","N/A (LDM)","Y","","","Indicates that this Geospatial object should be excluded (subtracted) from the GEOSPATIAL SET."
"GEOSPATIAL SET MEMBER","Member Geospatial Id","N/A (LDM)","Y","","",""
"GEOSPATIAL SUBTYPE","Geospatial Subtype Cd","N/A (LDM)","Y","","","Identifies the type of Geospatial locators as subtypes.  Examples:  - Point - Line-curve - Area - Set"
"GEOSPATIAL SUBTYPE","Geospatial Subtype Desc","N/A (LDM)","","","","A description of the code."
"GICS INDUSTRY GROUP TYPE","","N/A (LDM)","","","","The Global Industry Classification Standard (GICS) is used as a basis for certain financial market indexes in which each company is assigned to a subindustry, and to a corresponding industry, industry group, and sector, according to the definition of its principal business activity. The GICS structure consists of 10 sectors, 24 industry groups, 64 industries, and 139 subindustries.  This code reflects the industry groups such as oil and gas."
"GICS INDUSTRY TYPE","","N/A (LDM)","","","","The Global Industry Classification Standard (GICS) is used as a basis for certain financial market indexes in which each company is assigned to a subindustry, and to a corresponding industry, industry group, and sector, according to the definition of its principal business activity. The GICS structure consists of 10 sectors, 24 industry groups, 64 industries, and 139 subindustries.  This code reflects the industries such as consumable fuels."
"GICS SECTOR TYPE","","N/A (LDM)","","","","The Global Industry Classification Standard (GICS) is used as a basis for certain financial market indexes in which each company is assigned to a subindustry, and to a corresponding industry, industry group, and sector, according to the definition of its principal business activity. The GICS structure consists of 10 sectors, 24 industry groups, 64 industries, and 139 subindustries.   This code reflects the sectors such as energy."
"GICS SUBINDUSTRY TYPE","","N/A (LDM)","","","","The Global Industry Classification Standard (GICS) is used as a basis for certain financial market indexes in which each company is assigned to a subindustry, and to a corresponding industry, industry group, and sector, according to the definition of its principal business activity. The GICS structure consists of 10 sectors, 24 industry groups, 64 industries, and 139 subindustries.  This code reflects the subindustries such as energy (oil and gas) marketing, which is the refining and marketing"
"GIIN CATEGORY CODE","","N/A (LDM)","","","","This two digit alphanumeric code is part of the Global Intermediary Identification Number (GIIN) required by FATCA the United States Foreign Account Tax Compliance Act, It further identifies the financial institution type as follows: -LE = Lead -SL = Single -ME = Member -BR = Branch -SP = Sponsoring Entity"
"GL ACCOUNT COA CODE SEGMENT","","N/A (LDM)","","","","The entity that provides an association between the main general ledger accounts and subtypes of COA CODE SEGMENT. For example, a product segment could be associated to a specific GL main account."
"GL BALANCE SUBJECT AREA","","N/A (LDM)","","","","Drawing_Object_Rectangle_84120"
"GL MAIN ACCOUNT","Parent GL Main Account Num","N/A (LDM)","Y","","","GL Main Account Desc"
"GL MAIN ACCOUNT CATEGORY","","N/A (LDM)","","","","This entity categorizes GL MAIN ACCOUNTs according to the type of financial reporting related components it contains, i.e., balance sheet or income statement."
"GL MAIN ACCOUNT CLASS VALUE","Parent GL Main Account Class Cd","N/A (LDM)","Y","","","If there is a hierarchical relationship between the values then this establishes that hierarchy of values within a given classification scheme."
"GL MAIN ACCOUNT CLASS XREF","","N/A (LDM)","","","","This entity relates a GL main account to a classification scheme value. For example, it would classify a GL account as cash for the purposes of Basel III calculation of liquidity coverage ratio."
"GL MAIN ACCOUNT SCHEME TYPE","Parent GL Main Account Class Cd","N/A (LDM)","Y","","","This is a high-level classification of the scheme if there is a hierarchy of scheme classifications."
"GL MAIN ACCOUNT SCHEME TYPE","Function View - Basel III Liquidity Risk","N/A (LDM)","","","","is classified as"
"GL MAIN ACCOUNT SCHEME TYPE","Letter","N/A (LDM)","","","","%File% -- %Display% / %SubjectArea%"
"GL MAIN ACCOUNT SCHEME TYPE","Letter","N/A (LDM)","","","","%File% -- %Display% / %SubjectArea%"
"GL MAIN ACCOUNT SCHEME TYPE","Letter","N/A (LDM)","","","","%File% -- %Display% / %SubjectArea%"
"GL MAIN ACCOUNT SCHEME TYPE","EntityNameMappingOption","N/A (LDM)","","","","ModelMart://MODEL_MANAGER/c - Production Modules/Teradata_Naming_Standards"
"GL MAIN ACCOUNT SCHEME TYPE","DomainNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SCHEME TYPE","AttributeNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SCHEME TYPE","RelationshipNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SCHEME TYPE","EntityNameMappingOption","N/A (LDM)","","","","ModelMart://MODEL_MANAGER/c - Production Modules/Teradata_Naming_Standards"
"GL MAIN ACCOUNT SCHEME TYPE","DomainNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SCHEME TYPE","AttributeNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SCHEME TYPE","RelationshipNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SCHEME TYPE","Advertisement","N/A (LDM)","","","","Validation_RuleNameMappingOption"
"GL MAIN ACCOUNT SCHEME TYPE","EntityNameMappingOption","N/A (LDM)","","","","ModelMart://MODEL_MANAGER/c - Production Modules/Teradata_Naming_Standards"
"GL MAIN ACCOUNT SCHEME TYPE","DomainNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SCHEME TYPE","AttributeNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SCHEME TYPE","RelationshipNameMappingOption","N/A (LDM)","","","",""
"GL MAIN ACCOUNT SEGMENT","","N/A (LDM)","","","","The entity that indicates the GL MAIN ACCOUNT SEGMENT of the accounts used in financial reporting for a company. Selling expense is an example of a GL MAIN ACCOUNT."
"GL MAIN ACCOUNT SET OF BOOKS XREF","","N/A (LDM)","","","","This associative entity links GL MAIN ACCOUNT to SET OF BOOKS for this date."
"GL MAIN ACCOUNT STATUS","","N/A (LDM)","","","","This entity tracks the status of a GL main account over time. An account can be suspended and then lifted."
"GL MAIN ACCOUNT STATUS TYPE","","N/A (LDM)","","","","This entity tracks the status of the GL main account. An account can be suspended and then later the suspension could be lifted."
"GL NONSERVICE PRODUCT TYPE","","N/A (LDM)","","","","This entity defines the type of nonservice product, for example, hardware, software, and equipment."
"GL ORGANIZATION SEGMENT","","N/A (LDM)","","","","The entity that indicates the internal organization segment of the accounts used in financial reporting for a company."
"GL PRODUCT SEGMENT","","N/A (LDM)","","","","The entity that indicates the product segment of the accounts used in financial reporting for a company."
"GL PRODUCT SEGMENT SUBJECT AREA","","N/A (LDM)","","","","Drawing_Object_Rectangle_84121"
"GL PROJECT SEGMENT","","N/A (LDM)","","","","The entity that indicates the GL PROJECT SEGMENT of the accounts used in financial reporting for a company."
"GL REPORTING NONSERVICE PRODUCT","","N/A (LDM)","","","","This entity identifies a GL nonservice product as a physical product (as opposed to a service)."
"GL REPORTING PRODUCT","Parent Product Group Id","N/A (LDM)","Y","","","A unique identifier for this product group. The product group is a grouping of products or services. The product group code can be at any level in the product grouping hierarchy. This is the parent product group."
"GL REPORTING PRODUCT","Parent GL Product Segment Val","N/A (LDM)","","","","The unique identifier for any general ledger account dimension or segment. This is the parent product segment value."
